Strata,BETA,SEBeta,RR,Low95%CI,Upper95%CI,BETA,SEBeta,RR,Low95%CI,Upper95%CI,BETA,SEBeta,RR,Low95%CI,Upper95%CI,BETA,SEBeta,RR,Low95%CI,Upper95%CI
Air Pollutant:,AQHI,,IQR=1,,,CO,,IQR=0.1,,,O3,,IQR=12.8,,,PM2.5,,IQR=6.5,,
Age 60+ Male,0.007680094,0.008480531,1.011586753,0.986676928,1.037125,0.000596794,0.001473967,1.005265602,0.980030882,1.031150,0.001236823,0.00096529,1.023777929,0.98762939,1.061250,0.006203448,0.008599711,1.007471914,0.987298965,1.028057
All: LAG 3,0.005386439,0.003208489,1.008112387,0.998647616,1.017667,0.000981087,0.000544918,1.008670942,0.999235113,1.018196,0.000216904,0.000374243,1.00412968,0.990232383,1.018222,0.009376084,0.003113745,1.011314835,1.003935496,1.018748
Female,0.002662033,0.003777506,1.004001032,0.992912418,1.015213,0.000576331,0.000641383,1.005084596,0.994027048,1.016265,-3.64825E-06,0.000440204,0.999930686,0.983672253,1.016458,0.008558924,0.003690809,1.010323634,1.001591191,1.019132
Male,0.008319421,0.003955012,1.012557321,1.000851759,1.024400,0.001418983,0.000671949,1.012565339,1.000897677,1.024369,0.00045302,0.000461725,1.00864453,0.991449506,1.026138,0.010254794,0.003813822,1.01238178,1.003341213,1.021504
Warm All,0.008350706,0.003629909,1.012604839,1.001855846,1.023469,0.002910714,0.000789381,1.025945148,1.012071317,1.040009,4.83711E-05,0.000352247,1.000919473,0.987875474,1.014136,0.016432148,0.004409415,1.019914273,1.009391459,1.030547
Warm Female,0.007888818,0.004537953,1.011903517,0.998492782,1.025494,0.002947958,0.000990093,1.026281454,1.008904316,1.043958,-4.69002E-05,0.000438939,0.999109293,0.982910518,1.015575,0.019840659,0.00555172,1.024094483,1.010809147,1.037554
Warm Male,0.008801055,0.004819842,1.013289108,0.999031716,1.027750,0.002864955,0.00104668,1.025532104,1.00718415,1.044214,0.000146799,0.000468756,1.002793074,0.985439748,1.020452,0.012865238,0.005823086,1.015558072,1.001743906,1.029563
Cold All,0.000894881,0.005462896,1.001343223,0.985389196,1.017556,-0.000121247,0.000773183,0.998933595,0.985700391,1.012344,0.000810315,0.000893218,1.015515114,0.982291223,1.049863,0.004990818,0.004432608,1.006006951,0.995573314,1.016550
Cold Female,-0.003829377,0.006215681,0.9942724,0.976267973,1.012609,-0.0006187,0.000879876,0.994570235,0.979590491,1.009779,9.83928E-05,0.001017344,1.001871212,0.964624447,1.040556,0.002591444,0.005083485,1.003114573,0.991192392,1.015180
Cold Male,0.006086667,0.006448205,1.009171806,0.990220412,1.028486,0.000427638,0.000912624,1.003770304,0.988093723,1.019696,0.001581443,0.001053303,1.030503396,0.990864399,1.071728,0.007577071,0.005189611,1.009133947,0.996891362,1.021527
Age 0-10 All,0.009107997,0.00527522,1.013755747,0.998154554,1.029601,0.001685371,0.000874702,1.014941794,0.999744437,1.030370,0.000254987,0.000635217,1.004856508,0.98136509,1.028910,0.011538984,0.004973476,1.013943091,1.002151476,1.025873
Age 0-10 Female,0.012225085,0.007049327,1.018506794,0.997615454,1.039836,0.001805562,0.00116562,1.016015846,0.995793205,1.036649,0.000945983,0.000851664,1.018136176,0.986351704,1.050945,0.016789327,0.006621289,1.020351517,1.004584397,1.036366
Age 0-10 Male,0.006570527,0.006399705,1.009904519,0.991080673,1.029086,0.001590822,0.00106373,1.014097682,0.995661457,1.032875,-0.00030651,0.000768306,0.994193235,0.966150746,1.023050,0.007240712,0.006054748,1.008726712,0.99446347,1.023195
Age 11-60 All,0.005169093,0.003739162,1.007783777,0.996765745,1.018924,0.00100329,0.000639068,1.008868042,0.997808712,1.020050,0.000149102,0.000433123,1.002836955,0.986791446,1.019143,0.010073534,0.003651308,1.012161599,1.003506498,1.020891
Age 11-60 Female,0.003716289,0.004627735,1.00559,0.992001056,1.019365,0.000880619,0.000790033,1.007779552,0.994140194,1.021606,-7.97282E-05,0.000536497,0.998486311,0.978735365,1.018636,0.007148996,0.004566386,1.008615699,0.997840989,1.019507
Age 11-60 Male,0.006837193,0.004871758,1.01030856,0.995941081,1.024883,0.001146109,0.000833796,1.010136792,0.995713658,1.024769,0.000409251,0.000563636,1.007806079,0.986872886,1.029183,0.013324604,0.00470462,1.016118041,1.004936403,1.027424
Age 60+All,-0.00021225,0.005718622,0.999681676,0.98301478,1.016631,-0.000375821,0.000992115,0.996698238,0.979787836,1.013901,0.000346497,0.000648187,1.006605161,0.982598151,1.031199,0.003139643,0.005741265,1.003774678,0.990311357,1.017421
Age 60+ Female,-0.012859935,0.007386005,0.980894957,0.959824564,1.002428,-0.002081383,0.001279088,0.981850551,0.960426444,1.003753,-0.000891018,0.000836812,0.983213154,0.953045892,1.014335,0.001029468,0.007420695,1.001236125,0.983912692,1.018865
Age 60+ Male,0.017476179,0.008473239,1.026560885,1.001303795,1.052455,0.002029051,0.001474354,1.018016014,0.992454602,1.044236,0.002082602,0.000961509,1.040362737,1.003769931,1.078290,0.006017789,0.008510014,1.007247484,0.987287292,1.027611
All: LAG 4,0.003498155,0.003215713,1.005261023,0.995801873,1.014810,0.000522072,0.000547818,1.004604803,0.995157233,1.014142,0.000285582,0.000374485,1.005440806,0.991516427,1.019561,0.006657745,0.003083487,1.008021294,1.000737204,1.015358
Female,0.000484907,0.003784127,1.000727625,0.989655899,1.011923,0.000311521,0.000644118,1.002745146,0.991666555,1.013948,-0.000241414,0.000440484,0.995423638,0.979228277,1.011887,0.001203338,0.003670588,1.001445049,0.992836563,1.010128
Male,0.006763974,0.003961453,1.010197606,0.998500415,1.022032,0.000752771,0.000675521,1.006646375,0.994985613,1.018444,0.000855398,0.000461452,1.016385353,0.999068524,1.034002,0.012397567,0.003752308,1.014988295,1.00607,1.023986
Warm All,0.007737775,0.003626877,1.011674281,1.000944089,1.022520,0.002227562,0.00079026,1.019795937,1.00599001,1.033791,0.000285029,0.000352599,1.005430242,0.99231445,1.018719,0.014132,0.004344259,1.01710301,1.006763473,1.027549
Warm Female,0.005191066,0.00454141,1.007816993,0.99445031,1.021363,0.002280398,0.00099095,1.020270208,1.002980028,1.037858,-0.000188414,0.000439847,0.996426534,0.980238109,1.012882,0.005667251,0.005501463,1.006823878,0.993880064,1.019936
Warm Male,0.010452374,0.004816155,1.015802115,1.00152022,1.030288,0.002168824,0.001048619,1.019268946,1.00099957,1.037872,0.000797418,0.000469439,1.015266299,0.997671748,1.033171,0.02293826,0.005705014,1.02790825,1.014207703,1.041794
Cold All,-0.001552258,0.005480066,0.997674322,0.981729192,1.013878,-0.000385136,0.000778573,0.99661654,0.98332261,1.010090,0.000459565,0.000891634,1.008769968,0.975824314,1.042828,0.002321873,0.004400653,1.002790133,0.992464447,1.013223
Cold Female,-0.005509026,0.006223505,0.99177051,0.973788988,1.010084,-0.000728849,0.000884491,0.993606654,0.978563526,1.008881,-0.000404602,0.001014753,0.992342035,0.955541733,1.030560,-0.001411114,0.005066803,0.998308096,0.986481746,1.010276
Cold Male,0.002784118,0.006465241,1.004184909,0.985277815,1.023455,-5.56097E-06,0.000918378,0.999951065,0.984236446,1.015917,0.001388298,0.001049367,1.026728632,0.987379549,1.067646,0.006304364,0.005115766,1.007593926,0.995542918,1.019791
Age 0-10 All,0.00749926,0.005280673,1.011312397,0.995732842,1.027136,0.001183404,0.000877687,1.010468369,0.995286752,1.025882,0.000487147,0.000635598,1.00929876,0.985689506,1.033474,0.012018878,0.004886396,1.014527162,1.002934146,1.026254
Age 0-10 Female,0.004599689,0.007050763,1.00692339,0.986265481,1.028014,0.001230402,0.001167544,1.010886368,0.990732945,1.031450,-0.000386715,0.000852346,0.992679343,0.961665165,1.024694,0.0150211,0.006529527,1.018188757,1.002671434,1.033946
Age 0-10 Male,0.009941046,0.006407741,1.015023301,0.996080512,1.034326,0.001152752,0.00106823,1.010195845,0.991753576,1.028981,0.001199142,0.000768352,1.023045229,0.994187229,1.052741,0.009659296,0.005927797,1.011658593,0.997651738,1.025862
Age 11-60 All,0.002163235,0.003745997,1.003250123,0.992261717,1.014360,0.00038488,0.000642914,1.003392686,0.992327548,1.014581,0.000114735,0.000432569,1.002182343,0.986167654,1.018457,0.005188321,0.003621158,1.006245407,0.997711644,1.014852
Age 11-60 Female,-0.001319217,0.004633995,0.998023131,0.984518322,1.011713,2.76821E-05,0.00079412,1.000243632,0.986636713,1.014038,-0.000359697,0.000535461,0.993189057,0.973580457,1.013193,-0.002144332,0.004536357,0.997430109,0.986844589,1.008129
Age 11-60 Male,0.006188923,0.004879967,1.009326609,0.994949081,1.023912,0.000799988,0.000839091,1.007064733,0.992594807,1.021746,0.000661684,0.000563034,1.012651356,0.991639753,1.034108,0.013375602,0.00464964,1.016180227,1.005127872,1.027354
Age 60+All,0.000988003,0.005739136,1.001483103,0.984726782,1.018525,-0.000245779,0.000996288,0.997839482,0.980839118,1.015135,0.00050336,0.000651641,1.00960972,0.985404294,1.034410,0.001358381,0.005721259,1.001631386,0.988243312,1.015201
Age 60+ Female,0.000570208,0.007408869,1.000855678,0.979290682,1.022896,-0.000126458,0.001283029,0.998887789,0.977025512,1.021239,0.000275949,0.00084142,1.0052568,0.974245991,1.037255,-0.009123028,0.007450643,0.989112074,0.971929949,1.006598
Age 60+ Male,0.001598181,0.008512873,1.002400147,0.977623576,1.027805,-0.000411497,0.001482813,0.996385375,0.971225374,1.022197,0.000824277,0.000966429,1.015784543,0.979876679,1.053008,0.015531168,0.008386123,1.018812162,0.998913831,1.039107
All: LAG 5,0.006531708,0.00321022,1.009845715,1.00035958,1.019422,0.001005272,0.000547388,1.008885639,0.999405222,1.018456,0.00049919,0.000373921,1.009529731,0.995569635,1.023686,0.007400669,0.003041331,1.008920354,1.001729085,1.016163
Female,0.009404868,0.003775553,1.01420728,1.003011702,1.025528,0.001840976,0.000643332,1.01633253,1.005117448,1.027673,0.00025753,0.000440598,1.004905061,0.988551242,1.021529,0.006423112,0.003602371,1.007737515,0.99923525,1.016312
Male,0.003398813,0.003963447,1.005111238,0.993467118,1.016892,9.81694E-05,0.000675998,1.000864264,0.989262342,1.012602,0.000756014,0.000460753,1.014467928,0.997209724,1.032025,0.008473729,0.003728085,1.010220349,1.001400999,1.019117
Warm All,0.007370847,0.003631842,1.011117617,1.000378727,1.021972,0.001849536,0.000788799,1.016409091,1.002674281,1.030332,0.000394644,0.000352866,1.007526418,0.994373395,1.020853,0.013610078,0.004247705,1.016466191,1.006361641,1.026672
Warm Female,0.005201136,0.004548307,1.007832217,0.994445167,1.021399,0.002233621,0.000987595,1.019850313,1.002625266,1.037371,-0.000179843,0.000441282,0.996588814,0.980345363,1.013101,0.0104717,0.00535947,1.012645324,0.999960567,1.025491
Warm Male,0.009683907,0.00482668,1.014631873,1.000335478,1.029133,0.001436472,0.001048652,1.012721188,0.994568608,1.031205,0.001012339,0.000468997,1.019420615,1.001770558,1.037382,0.016884678,0.005610307,1.020468273,1.007091196,1.034023
Cold All,0.005006433,0.00545382,1.007537918,0.99151165,1.023823,0.00047049,0.000778451,1.004148895,0.990756575,1.017722,0.000953612,0.000884935,1.018283766,0.985273165,1.052400,0.003508622,0.004362144,1.004219222,0.993968845,1.014575
Cold Female,0.013075965,0.006184214,1.019807565,1.001433385,1.038519,0.001524367,0.000884326,1.013504807,0.998163264,1.029082,0.001564841,0.001007164,1.030178388,0.992255337,1.069551,0.003820371,0.004992425,1.00459497,0.992867817,1.016461
Cold Male,-0.003879267,0.006455659,0.994197997,0.97550642,1.013248,-0.000680701,0.000919713,0.994027736,0.978383676,1.009922,0.000280596,0.001044395,1.005345561,0.966995008,1.045217,0.003246406,0.005117654,1.003903285,0.991892013,1.016060
Age 0-10 All,0.007658066,0.005262713,1.011553329,0.996022653,1.027326,0.000755387,0.000875894,1.006669549,0.991575671,1.021993,0.00109828,0.000632479,1.021086565,0.997317407,1.045422,0.009659879,0.004832654,1.011659301,1.000225478,1.023224
Age 0-10 Female,0.01405293,0.0070225,1.021303135,1.000433339,1.042608,0.002180866,0.001165427,1.019376964,0.99909075,1.040075,0.000971777,0.000849029,1.018635272,0.98693206,1.051357,0.01487662,0.00641737,1.018012242,1.002762097,1.033494
Age 0-10 Male,0.00234869,0.006401677,1.003529248,0.984818523,1.022595,-0.000436342,0.001067668,0.996167553,0.977990867,1.014682,0.001197535,0.00076591,1.023013993,0.994247287,1.052613,0.005313355,0.005903414,1.006396396,0.992519317,1.020468
Age 11-60 All,0.004198973,0.003752678,1.006318337,0.995276776,1.017482,0.000930731,0.000643801,1.008224066,0.997090394,1.019482,2.81174E-06,0.00043363,1.000053424,0.984033874,1.016334,0.005373536,0.003584325,1.006469078,0.998019874,1.014990
Age 11-60 Female,0.008447583,0.004640994,1.012751997,0.999027325,1.026665,0.001857924,0.000795242,1.016484119,1.002636868,1.030523,1.45633E-05,0.000538162,1.000276741,0.980429586,1.020526,0.004006354,0.004477986,1.0048192,0.994291756,1.015458
Age 11-60 Male,-0.000760912,0.004891597,0.998859283,0.984597192,1.013328,-0.000148789,0.000840243,0.998691514,0.98432234,1.013270,-0.000018655,0.000563067,0.999645618,0.978902669,1.020828,0.006965421,0.004620208,1.008393535,0.997494919,1.019411
Age 60+All,0.012210302,0.005720256,1.01848421,1.001499023,1.035757,0.001709754,0.000997606,1.015159594,0.99784146,1.032778,0.001164124,0.000649372,1.02236478,0.997937872,1.047390,0.009843428,0.005586819,1.011882152,0.998672797,1.025266
Age 60+ Female,0.006241776,0.007388448,1.009406631,0.98771669,1.031573,0.001291644,0.001284501,1.011431311,0.989269382,1.034090,0.000153535,0.000838762,1.002921424,0.972078874,1.034743,0.001110837,0.007229038,1.001333893,0.984452438,1.018505
Age 60+ Male,0.020423461,0.008482697,1.031109278,1.005712316,1.057148,0.002285475,0.001485544,1.020315793,0.994504672,1.046797,0.002560918,0.000962353,1.049860651,1.012901937,1.088168,0.021897732,0.008264501,1.02662557,1.006862613,1.046776
All: LAG 6,0.002158189,0.003202368,1.003242529,0.993841364,1.012733,0.000251755,0.000547665,1.0022179,0.992795397,1.011730,0.000250019,0.000372286,1.004761662,0.990927833,1.018789,0.005401654,0.002995188,1.006503038,0.999437461,1.013619
Female,0.001092656,0.003771363,1.001640328,0.990595677,1.012808,0.000373618,0.000644466,1.003293249,0.992202647,1.014508,-0.000165313,0.000438725,0.996863981,0.980709425,1.013285,0.003761181,0.003557246,1.004523618,0.996154189,1.012963
Male,0.003336188,0.00395171,1.005016824,0.993408077,1.016761,0.000121851,0.000676364,1.001072864,0.989462277,1.012820,0.000701983,0.000458959,1.013427021,0.996253081,1.030897,0.007147246,0.003663555,1.00861358,0.999960015,1.017342
Warm All,0.005660795,0.00363775,1.008527345,0.997798634,1.019371,0.001460876,0.000791059,1.012938699,0.999211834,1.026854,0.0002765,0.000352227,1.005267324,0.992167402,1.018540,0.013139644,0.00414844,1.015892537,1.006028541,1.025853
Warm Female,0.000761251,0.004548139,1.001142529,0.987844826,1.014619,0.000851333,0.000989768,1.007519864,0.990465952,1.024867,-0.000292265,0.000439446,0.994462355,0.97832045,1.010871,0.011669658,0.005210393,1.014102099,1.001750275,1.026606
Warm Male,0.010935478,0.004840939,1.016538488,1.002173214,1.031110,0.00211548,0.001052541,1.018790586,1.000462104,1.037455,0.000892047,0.000469376,1.01709334,0.999469472,1.035028,0.014709712,0.005506714,1.017808366,1.004710925,1.031077
Cold All,-0.0017579,0.005416319,0.997366623,0.981610364,1.013376,-0.000430161,0.000777384,0.996221739,0.982953233,1.009669,0.000471715,0.000877348,1.009002869,0.976569016,1.042514,0.000635247,0.004314371,1.000762587,0.990658798,1.010969
Cold Female,0.001241498,0.006162596,1.001863982,0.983875627,1.020181,5.11179E-05,0.000885154,1.000449939,0.985291937,1.015841,0.000433681,0.001000168,1.008273981,0.971410328,1.046537,-0.001081308,0.004969225,0.998703272,0.987098757,1.010444
Cold Male,-0.005054819,0.006402583,0.992446444,0.973939763,1.011305,-0.000957979,0.000918177,0.991605219,0.976025143,1.007434,0.000514354,0.001035073,1.009820635,0.97163662,1.049505,0.002441329,0.005033672,1.00293389,0.991129971,1.014878
Age 0-10 All,0.005876353,0.005265093,1.008853492,0.993357317,1.024591,0.000656765,0.000879866,1.005796266,0.990647611,1.021177,0.000729908,0.000630624,1.013964862,0.990429902,1.038059,0.007289726,0.004789147,1.008786044,0.997486761,1.020213
Age 0-10 Female,0.006051378,0.007029569,1.009118389,0.988477038,1.030191,0.000895937,0.001171635,1.007915408,0.987751516,1.028491,0.000464875,0.000845783,1.008871748,0.977590573,1.041154,0.011053771,0.006398678,1.013352889,0.998216427,1.028719
Age 0-10 Male,0.005737669,0.006409859,1.008643646,0.989813753,1.027832,0.000461948,0.001073414,1.004073416,0.985654785,1.022836,0.000941146,0.000764977,1.01804261,0.989450076,1.047461,0.004230922,0.005827228,1.005090017,0.991408585,1.018960
Age 11-60 All,0.001009751,0.003736248,1.001515774,0.990574756,1.012578,4.30349E-05,0.000642711,1.000378779,0.989350341,1.011530,0.000194757,0.000431098,1.003707238,0.987722287,1.019951,0.006429131,0.003514914,1.007744794,0.999448032,1.016110
Age 11-60 Female,0.003198315,0.004629694,1.004808999,0.9912249,1.018579,0.00069485,0.000794582,1.006133413,0.992438463,1.020017,2.11222E-06,0.000535695,1.000040133,0.980287729,1.020191,0.004383913,0.004404248,1.005274557,0.994914878,1.015742
Age 11-60 Male,-0.00153718,0.004866899,0.997696886,0.983522806,1.012075,-0.000723261,0.000839297,0.993655515,0.979374779,1.008144,0.000417419,0.000559751,1.007962494,0.987168864,1.029194,0.00872107,0.004521675,1.010520237,0.999830319,1.021324
Age 60+All,-0.000515149,0.005698464,0.999227575,0.982626483,1.016109,0.000167529,0.000995636,1.001475342,0.984424104,1.018822,-0.000296763,0.000647113,0.994377369,0.970700809,1.018631,-0.001816148,0.005500217,0.997822996,0.984997784,1.010815
Age 60+ Female,-0.011718453,0.007359849,0.982575907,0.961543344,1.004069,-0.001391396,0.001284705,0.987830371,0.966182174,1.009964,-0.001363699,0.000834763,0.97442251,0.94459704,1.005190,-0.008680091,0.00711177,0.989637951,0.973222068,1.006331
Age 60+ Male,0.015100963,0.008437635,1.022909937,0.997847118,1.048602,0.002361494,0.001476655,1.020998579,0.995322774,1.047337,0.001187475,0.000960042,1.022818473,0.986896667,1.060048,0.00774521,0.008135936,1.009337578,0.990206799,1.028838
All: LAG 7,0.000956197,0.003198361,1.001435325,0.992062782,1.010896,7.52453E-05,0.000545446,1.000662378,0.991292438,1.010121,0.000142864,0.000372446,1.002718103,0.988906519,1.016723,0.005988404,0.002955725,1.007211967,1.000234247,1.014238
Female,-0.000757446,0.003763335,0.998864476,0.987873749,1.009977,-0.000459212,0.000641387,0.995967089,0.98500978,1.007046,0.000329554,0.000438585,1.00628117,0.989979167,1.022852,0.003999004,0.003499683,1.004810338,0.996573435,1.013115
Male,0.002828487,0.003953315,1.004251744,0.99264715,1.015992,0.000658632,0.000674583,1.005812791,0.994177769,1.017584,-5.76756E-05,0.000459978,0.998904764,0.981939661,1.016163,0.008115471,0.003630405,1.009786139,1.001200573,1.018445
Warm All,0.004372965,0.003633822,1.006581008,0.995884503,1.017392,0.000999799,0.000784326,1.008837049,0.995281344,1.022577,0.000270022,0.000352208,1.005143601,0.992045994,1.018414,0.013251327,0.004134073,1.016028696,1.006197377,1.025956
Warm Female,0.002856116,0.004531612,1.004293364,0.991001962,1.017763,0.000199274,0.000978299,1.00175515,0.984993645,1.018802,0.000400778,0.000438761,1.007643848,0.991313272,1.024243,0.012086739,0.005194611,1.014609781,1.002288977,1.027082
Warm Male,0.006023575,0.004856769,1.009076305,0.994770185,1.023588,0.001864588,0.001047875,1.016543731,0.998336012,1.035084,0.000130884,0.000471152,1.002489891,0.985053914,1.020234,0.014492634,0.005493496,1.017543268,1.004480466,1.030776
Cold All,-0.002821222,0.005402588,0.995777109,0.980085524,1.011720,-0.000482304,0.000775991,0.995764719,0.982525906,1.009182,8.96143E-05,0.000874523,1.001704122,0.969606883,1.034864,0.001547863,0.004235071,1.001859162,0.991929293,1.011888
Cold Female,-0.005166624,0.006150306,0.992280017,0.974498952,1.010386,-0.000947941,0.000883515,0.991692816,0.976695106,1.006921,0.000422311,0.000998032,1.008056187,0.971277753,1.046227,-0.000779784,0.00485287,0.999064697,0.987726253,1.010533
Cold Male,-0.000256913,0.006387054,0.999614705,0.981019141,1.018563,2.55869E-05,0.000917213,1.00022519,0.984526046,1.016175,-0.000267381,0.001031093,0.994932644,0.957453482,1.033879,0.004038255,0.004970953,1.004857666,0.993177603,1.016675
Age 0-10 All,0.005750406,0.005290285,1.008662917,0.993096113,1.024474,0.000935222,0.000880178,1.008263913,0.993072748,1.023687,0.000330811,0.000633798,1.006305204,0.982831853,1.030339,0.008229231,0.00474828,1.009923997,0.998707958,1.021266
Age 0-10 Female,0.006001457,0.007059056,1.009042827,0.988317339,1.030203,0.000544321,0.001170213,1.004801515,0.98472407,1.025288,0.00089382,0.000848283,1.017127604,0.985498693,1.049772,0.01023855,0.006309914,1.012362046,0.997448603,1.027498
Age 0-10 Male,0.005499794,0.006441029,1.008283813,0.989369968,1.027559,0.001250631,0.001074833,1.011066337,0.992495136,1.029985,-0.000124786,0.000769522,0.997631874,0.969448493,1.026635,0.006530015,0.005801902,1.0078668,0.99420679,1.021714
Age 11-60 All,-0.000972014,0.003730061,0.998543041,0.987652464,1.009554,-0.000231449,0.000640706,0.997965322,0.986997623,1.009055,-8.86721E-06,0.00043104,0.999831537,0.983910436,1.016010,0.00723806,0.003462966,1.008723502,1.000540922,1.016973
Age 11-60 Female,-0.000664291,0.004624254,0.99900406,0.9855142,1.012679,-0.000306044,0.000793123,0.997310436,0.983760336,1.011047,0.000157171,0.000535678,1.002990712,0.983180652,1.023200,0.00479031,0.004325411,1.005764926,0.995584781,1.016049
Age 11-60 Male,-0.001289865,0.004858437,0.998067073,0.983912211,1.012426,-0.000139346,0.000835957,0.998774507,0.984476914,1.013280,-0.000195309,0.000559834,0.996296006,0.975740032,1.017285,0.010018222,0.004473077,1.012094419,1.001502317,1.022799
Age 60+All,-0.000782761,0.005684529,0.998826548,0.98227236,1.015660,-0.000479522,0.000988411,0.995789097,0.978956661,1.012911,0.000347572,0.000648876,1.006625722,0.982593009,1.031246,-0.002558404,0.005457547,0.996934623,0.984219601,1.009814
Age 60+ Female,-0.009684721,0.007324563,0.985577927,0.964581166,1.007032,-0.002355842,0.00127163,0.979482009,0.958232839,1.001202,0.000197994,0.000837346,1.003768971,0.97295166,1.035562,-0.007711767,0.007072131,0.990788567,0.974444443,1.007407
Age 60+ Male,0.011722969,0.008454367,1.01773997,0.992754987,1.043354,0.00218717,0.001472879,1.019433515,0.993861795,1.045663,0.000545852,0.000963642,1.010425155,0.974807913,1.047344,0.004452187,0.008055799,1.005356922,0.98648751,1.024587
All: LAG 8,0.002025878,0.003202107,1.003043439,0.993644902,1.012531,0.000250427,0.000546735,1.002206188,0.992799719,1.011702,0.000208849,0.00037022,1.003976014,0.990229186,1.017914,0.00888172,0.002908699,1.010715063,1.003824097,1.017653
Female,0.00180031,0.003767586,1.002704115,0.991658745,1.013873,-5.11919E-05,0.000643134,0.999549613,0.988523104,1.010699,0.000502692,0.00043562,1.009596906,0.993350863,1.026109,0.007444968,0.003448259,1.008973989,1.000823996,1.017190
Male,0.00227033,0.003957982,1.0034113,0.99180281,1.015156,0.000577869,0.000675921,1.005098199,0.993448517,1.016884,-0.00010933,0.000457511,0.997924886,0.981066553,1.015073,0.010411477,0.003569359,1.012572146,1.004107051,1.021109
Warm All,0.001128838,0.003678218,1.001694691,0.990920764,1.012586,-0.000260067,0.000799085,0.997714027,0.984057245,1.011560,0.000320356,0.000352798,1.006105326,0.99297337,1.019411,0.015354087,0.004131888,1.01859569,1.008744717,1.028543
Warm Female,0.00256153,0.004572262,1.003849686,0.990445779,1.017435,2.94038E-05,0.000994267,1.000258787,0.983251479,1.017560,0.000425727,0.000438053,1.008121616,0.991809446,1.024702,0.01820535,0.005154646,1.0220868,1.009770112,1.034554
Warm Male,-0.000415733,0.004908497,0.999376595,0.985058173,1.013903,-0.000569127,0.001065262,0.995004203,0.976889283,1.013455,0.000205266,0.000471488,1.003907669,0.98643469,1.021690,0.012315253,0.005508874,1.014888043,1.001823092,1.028123
Cold All,0.002515054,0.005367064,1.003779706,0.988065204,1.019744,0.0003351,0.000772558,1.002953232,0.989677447,1.016407,0.000135686,0.000860235,1.00258136,0.970972515,1.035219,0.005695841,0.004135548,1.006858421,0.997112378,1.016700
Cold Female,0.000839398,0.006120239,1.00125989,0.983404837,1.019439,-0.000219632,0.000881109,0.998069105,0.983015757,1.013353,0.001068351,0.000981798,1.020506088,0.983868048,1.058508,0.001980701,0.004760238,1.002379668,0.991219537,1.013665
Cold Male,0.004323107,0.006339993,1.006505731,0.987918654,1.025443,0.000937666,0.000912275,1.008285598,0.992544473,1.024276,-0.00087661,0.001014521,0.983482347,0.947018783,1.021350,0.009644385,0.004836202,1.011640491,1.000198535,1.023213
Age 0-10 All,0.007926745,0.005285146,1.011961086,0.996358435,1.027808,0.001016394,0.000878313,1.008984387,0.993814335,1.024386,0.000794406,0.000630661,1.015208199,0.991643014,1.039333,0.010655585,0.004673535,1.012868801,1.001796159,1.024064
Age 0-10 Female,0.011994082,0.007050376,1.018153938,0.99726676,1.039479,0.001431177,0.001167724,1.012674001,0.992481858,1.033277,0.001345731,0.000845972,1.025898577,0.99408247,1.058733,0.013366457,0.006226852,1.016169076,1.001395165,1.031161
Age 0-10 Male,0.004586289,0.006441107,1.006903151,0.988014978,1.026152,0.000669911,0.00107333,1.005912628,0.987461689,1.024708,0.000352487,0.000765047,1.00671973,0.978442657,1.035814,0.008405331,0.005703816,1.010137436,0.996676557,1.023780
Age 11-60 All,0.000391827,0.003737705,1.000587913,0.989652792,1.011644,0.000152467,0.000643536,1.00134261,0.990289455,1.012519,-9.17288E-05,0.000428606,0.998258671,0.982451663,1.014320,0.008231524,0.003413342,1.009926776,1.00185136,1.018067
Age 11-60 Female,-0.0021869,0.004630706,0.996725024,0.983247288,1.010388,-0.000392092,0.00079633,0.996555536,0.982961319,1.010338,-0.000119161,0.00053143,0.997738502,0.97818691,1.017681,0.004638556,0.004264208,1.005581788,0.995546795,1.015718
Age 11-60 Male,0.003359992,0.004870379,1.00505271,0.99076399,1.019548,0.000782817,0.000839659,1.006912572,0.99243511,1.021601,-6.04486E-05,0.000558041,0.998852136,0.978308743,1.019827,0.012281403,0.004408801,1.014846819,1.004377738,1.025425
Age 60+All,-0.002416926,0.005703859,0.996381175,0.979811831,1.013231,-0.000850028,0.000993574,0.992547661,0.975683127,1.009704,0.000326443,0.000644315,1.006221692,0.982365467,1.030657,0.007510298,0.005361737,1.009053091,0.996408019,1.021859
Age 60+ Female,0.000660287,0.007341468,1.000990921,0.979617112,1.022831,-0.00112797,0.001276814,0.990122965,0.968556341,1.012170,0.001374643,0.000830168,1.026462287,0.995214249,1.058691,0.007256818,0.006950372,1.008746208,0.99239001,1.025372
Age 60+ Male,-0.006723821,0.008504965,0.989964959,0.965518198,1.015031,-0.000444669,0.001485045,0.996094559,0.970904524,1.021938,-0.001143724,0.000958671,0.978503656,0.94418641,1.014068,0.007845035,0.007919995,1.009458493,0.990828531,1.028439
All: LAG 9,0.004365807,0.00319148,1.0065702,0.997169772,1.016059,0.000430808,0.000544022,1.003798306,0.994423426,1.013262,0.000601536,0.000369769,1.011494747,0.997661724,1.025520,0.006547323,0.002894318,1.007887733,1.001049902,1.014772
